KO	Pathway	Pathway Name
K04726	ko01524	Platinum drug resistance
K16060	ko01524	Platinum drug resistance
K04725	ko01524	Platinum drug resistance
K08731	ko01524	Platinum drug resistance
K05083	ko01524	Platinum drug resistance
K00922	ko01524	Platinum drug resistance
K02649	ko01524	Platinum drug resistance
K06276	ko01524	Platinum drug resistance
K04456	ko01524	Platinum drug resistance
K06625	ko01524	Platinum drug resistance
K04426	ko01524	Platinum drug resistance
K04371	ko01524	Platinum drug resistance
K02158	ko01524	Platinum drug resistance
K04570	ko01524	Platinum drug resistance
K02161	ko01524	Platinum drug resistance
K08738	ko01524	Platinum drug resistance
K02084	ko01524	Platinum drug resistance
K04399	ko01524	Platinum drug resistance
K13649	ko01523	Antifolate resistance
K14609	ko01523	Antifolate resistance
K14613	ko01523	Antifolate resistance
K01930	ko01523	Antifolate resistance
K01307	ko01523	Antifolate resistance
K00560	ko01523	Antifolate resistance
K00287	ko01523	Antifolate resistance
K00600	ko01523	Antifolate resistance
K25004	ko01523	Antifolate resistance
K00458	ko01523	Antifolate resistance
K11787	ko01523	Antifolate resistance
K00602	ko01523	Antifolate resistance
K04467	ko01523	Antifolate resistance
K07209	ko01523	Antifolate resistance
K07210	ko01523	Antifolate resistance
K02580	ko01523	Antifolate resistance
K04735	ko01523	Antifolate resistance
K03156	ko01523	Antifolate resistance
K04519	ko01523	Antifolate resistance
K05405	ko01523	Antifolate resistance
K05665	ko01523	Antifolate resistance
K05666	ko01523	Antifolate resistance
K05667	ko01523	Antifolate resistance
K05673	ko01523	Antifolate resistance
K05668	ko01523	Antifolate resistance
K05681	ko01523	Antifolate resistance
K17712	ko01522	Endocrine resistance
K05664	ko01522	Endocrine resistance
K08550	ko01522	Endocrine resistance
K08551	ko01522	Endocrine resistance
K11256	ko01522	Endocrine resistance
K15144	ko01522	Endocrine resistance
K05931	ko01522	Endocrine resistance
K04379	ko01522	Endocrine resistance
K04448	ko01522	Endocrine resistance
K04684	ko01522	Endocrine resistance
K04650	ko01522	Endocrine resistance
K04246	ko01522	Endocrine resistance
K04632	ko01522	Endocrine resistance
K05704	ko01522	Endocrine resistance
K01398	ko01522	Endocrine resistance
K01403	ko01522	Endocrine resistance
K08523	ko01522	Endocrine resistance
K08041	ko01522	Endocrine resistance
K08042	ko01522	Endocrine resistance
K08043	ko01522	Endocrine resistance
K08044	ko01522	Endocrine resistance
K08045	ko01522	Endocrine resistance
K08046	ko01522	Endocrine resistance
K08047	ko01522	Endocrine resistance
K08048	ko01522	Endocrine resistance
K08049	ko01522	Endocrine resistance
K04345	ko01522	Endocrine resistance
K04361	ko01522	Endocrine resistance
K05083	ko01522	Endocrine resistance
K05459	ko01522	Endocrine resistance
K05087	ko01522	Endocrine resistance
K06279	ko01522	Endocrine resistance
K17447	ko01522	Endocrine resistance
K17448	ko01522	Endocrine resistance
K17449	ko01522	Endocrine resistance
K04364	ko01522	Endocrine resistance
K03099	ko01522	Endocrine resistance
K02833	ko01522	Endocrine resistance
K07827	ko01522	Endocrine resistance
K07828	ko01522	Endocrine resistance
K08845	ko01522	Endocrine resistance
K04365	ko01522	Endocrine resistance
K04366	ko01522	Endocrine resistance
K04368	ko01522	Endocrine resistance
K04369	ko01522	Endocrine resistance
K04371	ko01522	Endocrine resistance
K00922	ko01522	Endocrine resistance
K02649	ko01522	Endocrine resistance
K04456	ko01522	Endocrine resistance
K07203	ko01522	Endocrine resistance
K04688	ko01522	Endocrine resistance
K05725	ko01522	Endocrine resistance
K04441	ko01522	Endocrine resistance
K04440	ko01522	Endocrine resistance
K02161	ko01522	Endocrine resistance
K02159	ko01522	Endocrine resistance
K02158	ko01522	Endocrine resistance
K18452	ko01522	Endocrine resistance
K06052	ko01522	Endocrine resistance
K21635	ko01522	Endocrine resistance
K06051	ko01522	Endocrine resistance
K02599	ko01522	Endocrine resistance
K20994	ko01522	Endocrine resistance
K20995	ko01522	Endocrine resistance
K20996	ko01522	Endocrine resistance
K04503	ko01522	Endocrine resistance
K02089	ko01522	Endocrine resistance
K06618	ko01522	Endocrine resistance
K17454	ko01522	Endocrine resistance
K09389	ko01522	Endocrine resistance
K06620	ko01522	Endocrine resistance
K06643	ko01522	Endocrine resistance
K04451	ko01522	Endocrine resistance
K06621	ko01522	Endocrine resistance
K06622	ko01522	Endocrine resistance
K06625	ko01522	Endocrine resistance
K06624	ko01522	Endocrine resistance
K04345	ko01001	Protein kinases [BR:ko01001]
K19584	ko01001	Protein kinases [BR:ko01001]
K07376	ko01001	Protein kinases [BR:ko01001]
K19477	ko01001	Protein kinases [BR:ko01001]
K02677	ko01001	Protein kinases [BR:ko01001]
K19662	ko01001	Protein kinases [BR:ko01001]
K19663	ko01001	Protein kinases [BR:ko01001]
K06068	ko01001	Protein kinases [BR:ko01001]
K18050	ko01001	Protein kinases [BR:ko01001]
K18051	ko01001	Protein kinases [BR:ko01001]
K18052	ko01001	Protein kinases [BR:ko01001]
K18952	ko01001	Protein kinases [BR:ko01001]
K06069	ko01001	Protein kinases [BR:ko01001]
K06071	ko01001	Protein kinases [BR:ko01001]
K23691	ko01001	Protein kinases [BR:ko01001]
K23692	ko01001	Protein kinases [BR:ko01001]
K11481	ko01001	Protein kinases [BR:ko01001]
K11479	ko01001	Protein kinases [BR:ko01001]
K11480	ko01001	Protein kinases [BR:ko01001]
K08850	ko01001	Protein kinases [BR:ko01001]
K06276	ko01001	Protein kinases [BR:ko01001]
K04456	ko01001	Protein kinases [BR:ko01001]
K19800	ko01001	Protein kinases [BR:ko01001]
K13302	ko01001	Protein kinases [BR:ko01001]
K13303	ko01001	Protein kinases [BR:ko01001]
K13304	ko01001	Protein kinases [BR:ko01001]
K04373	ko01001	Protein kinases [BR:ko01001]
K16510	ko01001	Protein kinases [BR:ko01001]
K04445	ko01001	Protein kinases [BR:ko01001]
K04688	ko01001	Protein kinases [BR:ko01001]
K20839	ko01001	Protein kinases [BR:ko01001]
K22008	ko01001	Protein kinases [BR:ko01001]
K08790	ko01001	Protein kinases [BR:ko01001]
K08791	ko01001	Protein kinases [BR:ko01001]
K08789	ko01001	Protein kinases [BR:ko01001]
K16309	ko01001	Protein kinases [BR:ko01001]
K12767	ko01001	Protein kinases [BR:ko01001]
K08793	ko01001	Protein kinases [BR:ko01001]
K08788	ko01001	Protein kinases [BR:ko01001]
K04514	ko01001	Protein kinases [BR:ko01001]
K17388	ko01001	Protein kinases [BR:ko01001]
K16307	ko01001	Protein kinases [BR:ko01001]
K16308	ko01001	Protein kinases [BR:ko01001]
K00909	ko01001	Protein kinases [BR:ko01001]
K00910	ko01001	Protein kinases [BR:ko01001]
K08291	ko01001	Protein kinases [BR:ko01001]
K17529	ko01001	Protein kinases [BR:ko01001]
K20714	ko01001	Protein kinases [BR:ko01001]
K20715	ko01001	Protein kinases [BR:ko01001]
K08794	ko01001	Protein kinases [BR:ko01001]
K05869	ko01001	Protein kinases [BR:ko01001]
K08795	ko01001	Protein kinases [BR:ko01001]
K08812	ko01001	Protein kinases [BR:ko01001]
K04515	ko01001	Protein kinases [BR:ko01001]
K08796	ko01001	Protein kinases [BR:ko01001]
K02216	ko01001	Protein kinases [BR:ko01001]
K08797	ko01001	Protein kinases [BR:ko01001]
K08798	ko01001	Protein kinases [BR:ko01001]
K08799	ko01001	Protein kinases [BR:ko01001]
K16310	ko01001	Protein kinases [BR:ko01001]
K08800	ko01001	Protein kinases [BR:ko01001]
K08801	ko01001	Protein kinases [BR:ko01001]
K07198	ko01001	Protein kinases [BR:ko01001]
K19008	ko01001	Protein kinases [BR:ko01001]
K16311	ko01001	Protein kinases [BR:ko01001]
K19009	ko01001	Protein kinases [BR:ko01001]
K08802	ko01001	Protein kinases [BR:ko01001]
K07298	ko01001	Protein kinases [BR:ko01001]
K14498	ko01001	Protein kinases [BR:ko01001]
K12761	ko01001	Protein kinases [BR:ko01001]
K18639	ko01001	Protein kinases [BR:ko01001]
K06668	ko01001	Protein kinases [BR:ko01001]
K02515	ko01001	Protein kinases [BR:ko01001]
K18680	ko01001	Protein kinases [BR:ko01001]
K18679	ko01001	Protein kinases [BR:ko01001]
K19852	ko01001	Protein kinases [BR:ko01001]
K08803	ko01001	Protein kinases [BR:ko01001]
K08804	ko01001	Protein kinases [BR:ko01001]
K08805	ko01001	Protein kinases [BR:ko01001]
K17530	ko01001	Protein kinases [BR:ko01001]
K04443	ko01001	Protein kinases [BR:ko01001]
K04444	ko01001	Protein kinases [BR:ko01001]
K04442	ko01001	Protein kinases [BR:ko01001]
K04372	ko01001	Protein kinases [BR:ko01001]
K00907	ko01001	Protein kinases [BR:ko01001]
K12567	ko01001	Protein kinases [BR:ko01001]
K00871	ko01001	Protein kinases [BR:ko01001]
K04702	ko01001	Protein kinases [BR:ko01001]
K08806	ko01001	Protein kinases [BR:ko01001]
K08807	ko01001	Protein kinases [BR:ko01001]
K06070	ko01001	Protein kinases [BR:ko01001]
K08808	ko01001	Protein kinases [BR:ko01001]
K06641	ko01001	Protein kinases [BR:ko01001]
K12776	ko01001	Protein kinases [BR:ko01001]
K08809	ko01001	Protein kinases [BR:ko01001]
K08810	ko01001	Protein kinases [BR:ko01001]
K15048	ko01001	Protein kinases [BR:ko01001]
K17531	ko01001	Protein kinases [BR:ko01001]
K08811	ko01001	Protein kinases [BR:ko01001]
K13412	ko01001	Protein kinases [BR:ko01001]
K06103	ko01001	Protein kinases [BR:ko01001]
K08814	ko01001	Protein kinases [BR:ko01001]
K19518	ko01001	Protein kinases [BR:ko01001]
K08813	ko01001	Protein kinases [BR:ko01001]
K16312	ko01001	Protein kinases [BR:ko01001]
K23785	ko01001	Protein kinases [BR:ko01001]
K08957	ko01001	Protein kinases [BR:ko01001]
K08958	ko01001	Protein kinases [BR:ko01001]
K08959	ko01001	Protein kinases [BR:ko01001]
K08960	ko01001	Protein kinases [BR:ko01001]
K02218	ko01001	Protein kinases [BR:ko01001]
K19830	ko01001	Protein kinases [BR:ko01001]
K14758	ko01001	Protein kinases [BR:ko01001]
K08815	ko01001	Protein kinases [BR:ko01001]
K08816	ko01001	Protein kinases [BR:ko01001]
K08817	ko01001	Protein kinases [BR:ko01001]
K08818	ko01001	Protein kinases [BR:ko01001]
K02087	ko01001	Protein kinases [BR:ko01001]
K02206	ko01001	Protein kinases [BR:ko01001]
K02088	ko01001	Protein kinases [BR:ko01001]
K02089	ko01001	Protein kinases [BR:ko01001]
K02090	ko01001	Protein kinases [BR:ko01001]
K02091	ko01001	Protein kinases [BR:ko01001]
K02202	ko01001	Protein kinases [BR:ko01001]
K02208	ko01001	Protein kinases [BR:ko01001]
K02211	ko01001	Protein kinases [BR:ko01001]
K02449	ko01001	Protein kinases [BR:ko01001]
K08819	ko01001	Protein kinases [BR:ko01001]
K08821	ko01001	Protein kinases [BR:ko01001]
K15594	ko01001	Protein kinases [BR:ko01001]
K08820	ko01001	Protein kinases [BR:ko01001]
K15595	ko01001	Protein kinases [BR:ko01001]
K15596	ko01001	Protein kinases [BR:ko01001]
K07760	ko01001	Protein kinases [BR:ko01001]
K15562	ko01001	Protein kinases [BR:ko01001]
K00916	ko01001	Protein kinases [BR:ko01001]
K04371	ko01001	Protein kinases [BR:ko01001]
K06855	ko01001	Protein kinases [BR:ko01001]
K04464	ko01001	Protein kinases [BR:ko01001]
K19603	ko01001	Protein kinases [BR:ko01001]
K04440	ko01001	Protein kinases [BR:ko01001]
K04441	ko01001	Protein kinases [BR:ko01001]
K04468	ko01001	Protein kinases [BR:ko01001]
K20535	ko01001	Protein kinases [BR:ko01001]
K20536	ko01001	Protein kinases [BR:ko01001]
K20600	ko01001	Protein kinases [BR:ko01001]
K14512	ko01001	Protein kinases [BR:ko01001]
K20537	ko01001	Protein kinases [BR:ko01001]
K20538	ko01001	Protein kinases [BR:ko01001]
K08293	ko01001	Protein kinases [BR:ko01001]
K08822	ko01001	Protein kinases [BR:ko01001]
K03083	ko01001	Protein kinases [BR:ko01001]
K12766	ko01001	Protein kinases [BR:ko01001]
K14502	ko01001	Protein kinases [BR:ko01001]
K23561	ko01001	Protein kinases [BR:ko01001]
K08823	ko01001	Protein kinases [BR:ko01001]
K08824	ko01001	Protein kinases [BR:ko01001]
K08825	ko01001	Protein kinases [BR:ko01001]
K18669	ko01001	Protein kinases [BR:ko01001]
K18670	ko01001	Protein kinases [BR:ko01001]
K08826	ko01001	Protein kinases [BR:ko01001]
K08827	ko01001	Protein kinases [BR:ko01001]
K08828	ko01001	Protein kinases [BR:ko01001]
K08829	ko01001	Protein kinases [BR:ko01001]
K08830	ko01001	Protein kinases [BR:ko01001]
K12765	ko01001	Protein kinases [BR:ko01001]
K15409	ko01001	Protein kinases [BR:ko01001]
K08831	ko01001	Protein kinases [BR:ko01001]
K08832	ko01001	Protein kinases [BR:ko01001]
K04368	ko01001	Protein kinases [BR:ko01001]
K04369	ko01001	Protein kinases [BR:ko01001]
K04432	ko01001	Protein kinases [BR:ko01001]
K04430	ko01001	Protein kinases [BR:ko01001]
K04463	ko01001	Protein kinases [BR:ko01001]
K04433	ko01001	Protein kinases [BR:ko01001]
K04431	ko01001	Protein kinases [BR:ko01001]
K08294	ko01001	Protein kinases [BR:ko01001]
K11226	ko01001	Protein kinases [BR:ko01001]
K11227	ko01001	Protein kinases [BR:ko01001]
K19763	ko01001	Protein kinases [BR:ko01001]
K20602	ko01001	Protein kinases [BR:ko01001]
K20603	ko01001	Protein kinases [BR:ko01001]
K20607	ko01001	Protein kinases [BR:ko01001]
K13413	ko01001	Protein kinases [BR:ko01001]
K20604	ko01001	Protein kinases [BR:ko01001]
K04408	ko01001	Protein kinases [BR:ko01001]
K04414	ko01001	Protein kinases [BR:ko01001]
K04406	ko01001	Protein kinases [BR:ko01001]
K04407	ko01001	Protein kinases [BR:ko01001]
K08833	ko01001	Protein kinases [BR:ko01001]
K04413	ko01001	Protein kinases [BR:ko01001]
K08840	ko01001	Protein kinases [BR:ko01001]
K16313	ko01001	Protein kinases [BR:ko01001]
K08834	ko01001	Protein kinases [BR:ko01001]
K08835	ko01001	Protein kinases [BR:ko01001]
K04409	ko01001	Protein kinases [BR:ko01001]
K04410	ko01001	Protein kinases [BR:ko01001]
K05733	ko01001	Protein kinases [BR:ko01001]
K05734	ko01001	Protein kinases [BR:ko01001]
K05736	ko01001	Protein kinases [BR:ko01001]
K05735	ko01001	Protein kinases [BR:ko01001]
K19833	ko01001	Protein kinases [BR:ko01001]
K08836	ko01001	Protein kinases [BR:ko01001]
K08837	ko01001	Protein kinases [BR:ko01001]
K08271	ko01001	Protein kinases [BR:ko01001]
K17532	ko01001	Protein kinases [BR:ko01001]
K04412	ko01001	Protein kinases [BR:ko01001]
K04411	ko01001	Protein kinases [BR:ko01001]
K08838	ko01001	Protein kinases [BR:ko01001]
K04429	ko01001	Protein kinases [BR:ko01001]
K12771	ko01001	Protein kinases [BR:ko01001]
K04416	ko01001	Protein kinases [BR:ko01001]
K04420	ko01001	Protein kinases [BR:ko01001]
K04421	ko01001	Protein kinases [BR:ko01001]
K04428	ko01001	Protein kinases [BR:ko01001]
K04426	ko01001	Protein kinases [BR:ko01001]
K04425	ko01001	Protein kinases [BR:ko01001]
K13986	ko01001	Protein kinases [BR:ko01001]
K17533	ko01001	Protein kinases [BR:ko01001]
K13414	ko01001	Protein kinases [BR:ko01001]
K20605	ko01001	Protein kinases [BR:ko01001]
K20606	ko01001	Protein kinases [BR:ko01001]
K20716	ko01001	Protein kinases [BR:ko01001]
K20717	ko01001	Protein kinases [BR:ko01001]
K11228	ko01001	Protein kinases [BR:ko01001]
K04415	ko01001	Protein kinases [BR:ko01001]
K04466	ko01001	Protein kinases [BR:ko01001]
K11229	ko01001	Protein kinases [BR:ko01001]
K11230	ko01001	Protein kinases [BR:ko01001]
K04730	ko01001	Protein kinases [BR:ko01001]
K04731	ko01001	Protein kinases [BR:ko01001]
K04732	ko01001	Protein kinases [BR:ko01001]
K04733	ko01001	Protein kinases [BR:ko01001]
K13415	ko01001	Protein kinases [BR:ko01001]
K13416	ko01001	Protein kinases [BR:ko01001]
K13417	ko01001	Protein kinases [BR:ko01001]
K13418	ko01001	Protein kinases [BR:ko01001]
K13420	ko01001	Protein kinases [BR:ko01001]
K13428	ko01001	Protein kinases [BR:ko01001]
K20718	ko01001	Protein kinases [BR:ko01001]
K14500	ko01001	Protein kinases [BR:ko01001]
K05743	ko01001	Protein kinases [BR:ko01001]
K05744	ko01001	Protein kinases [BR:ko01001]
K08841	ko01001	Protein kinases [BR:ko01001]
K08842	ko01001	Protein kinases [BR:ko01001]
K08843	ko01001	Protein kinases [BR:ko01001]
K08844	ko01001	Protein kinases [BR:ko01001]
K04427	ko01001	Protein kinases [BR:ko01001]
K04417	ko01001	Protein kinases [BR:ko01001]
K04418	ko01001	Protein kinases [BR:ko01001]
K04419	ko01001	Protein kinases [BR:ko01001]
K17534	ko01001	Protein kinases [BR:ko01001]
K04424	ko01001	Protein kinases [BR:ko01001]
K04423	ko01001	Protein kinases [BR:ko01001]
K04422	ko01001	Protein kinases [BR:ko01001]
K17535	ko01001	Protein kinases [BR:ko01001]
K06272	ko01001	Protein kinases [BR:ko01001]
K08845	ko01001	Protein kinases [BR:ko01001]
K04365	ko01001	Protein kinases [BR:ko01001]
K04366	ko01001	Protein kinases [BR:ko01001]
K14958	ko01001	Protein kinases [BR:ko01001]
K18529	ko01001	Protein kinases [BR:ko01001]
K14510	ko01001	Protein kinases [BR:ko01001]
K02861	ko01001	Protein kinases [BR:ko01001]
K08846	ko01001	Protein kinases [BR:ko01001]
K08847	ko01001	Protein kinases [BR:ko01001]
K08848	ko01001	Protein kinases [BR:ko01001]
K16289	ko01001	Protein kinases [BR:ko01001]
K16279	ko01001	Protein kinases [BR:ko01001]
K08849	ko01001	Protein kinases [BR:ko01001]
K12323	ko01001	Protein kinases [BR:ko01001]
K12324	ko01001	Protein kinases [BR:ko01001]
K12320	ko01001	Protein kinases [BR:ko01001]
K12321	ko01001	Protein kinases [BR:ko01001]
K12322	ko01001	Protein kinases [BR:ko01001]
K02178	ko01001	Protein kinases [BR:ko01001]
K06637	ko01001	Protein kinases [BR:ko01001]
K08851	ko01001	Protein kinases [BR:ko01001]
K15904	ko01001	Protein kinases [BR:ko01001]
K00908	ko01001	Protein kinases [BR:ko01001]
K07359	ko01001	Protein kinases [BR:ko01001]
K02214	ko01001	Protein kinases [BR:ko01001]
K03097	ko01001	Protein kinases [BR:ko01001]
K16315	ko01001	Protein kinases [BR:ko01001]
K04467	ko01001	Protein kinases [BR:ko01001]
K07209	ko01001	Protein kinases [BR:ko01001]
K07210	ko01001	Protein kinases [BR:ko01001]
K07211	ko01001	Protein kinases [BR:ko01001]
K05410	ko01001	Protein kinases [BR:ko01001]
K08852	ko01001	Protein kinases [BR:ko01001]
K11715	ko01001	Protein kinases [BR:ko01001]
K04367	ko01001	Protein kinases [BR:ko01001]
K08853	ko01001	Protein kinases [BR:ko01001]
K08854	ko01001	Protein kinases [BR:ko01001]
K08855	ko01001	Protein kinases [BR:ko01001]
K08856	ko01001	Protein kinases [BR:ko01001]
K08857	ko01001	Protein kinases [BR:ko01001]
K20872	ko01001	Protein kinases [BR:ko01001]
K20873	ko01001	Protein kinases [BR:ko01001]
K20875	ko01001	Protein kinases [BR:ko01001]
K20876	ko01001	Protein kinases [BR:ko01001]
K20877	ko01001	Protein kinases [BR:ko01001]
K20878	ko01001	Protein kinases [BR:ko01001]
K20879	ko01001	Protein kinases [BR:ko01001]
K20880	ko01001	Protein kinases [BR:ko01001]
K08858	ko01001	Protein kinases [BR:ko01001]
K05688	ko01001	Protein kinases [BR:ko01001]
K17537	ko01001	Protein kinases [BR:ko01001]
K17538	ko01001	Protein kinases [BR:ko01001]
K08859	ko01001	Protein kinases [BR:ko01001]
K17539	ko01001	Protein kinases [BR:ko01001]
K17540	ko01001	Protein kinases [BR:ko01001]
K08875	ko01001	Protein kinases [BR:ko01001]
K16194	ko01001	Protein kinases [BR:ko01001]
K16195	ko01001	Protein kinases [BR:ko01001]
K08860	ko01001	Protein kinases [BR:ko01001]
K16196	ko01001	Protein kinases [BR:ko01001]
K06631	ko01001	Protein kinases [BR:ko01001]
K08861	ko01001	Protein kinases [BR:ko01001]
K08862	ko01001	Protein kinases [BR:ko01001]
K08863	ko01001	Protein kinases [BR:ko01001]
K08876	ko01001	Protein kinases [BR:ko01001]
K17541	ko01001	Protein kinases [BR:ko01001]
K17542	ko01001	Protein kinases [BR:ko01001]
K17543	ko01001	Protein kinases [BR:ko01001]
K17544	ko01001	Protein kinases [BR:ko01001]
K08864	ko01001	Protein kinases [BR:ko01001]
K08865	ko01001	Protein kinases [BR:ko01001]
K08866	ko01001	Protein kinases [BR:ko01001]
K06228	ko01001	Protein kinases [BR:ko01001]
K21357	ko01001	Protein kinases [BR:ko01001]
K08269	ko01001	Protein kinases [BR:ko01001]
K21358	ko01001	Protein kinases [BR:ko01001]
K17545	ko01001	Protein kinases [BR:ko01001]
K08333	ko01001	Protein kinases [BR:ko01001]
K06633	ko01001	Protein kinases [BR:ko01001]
K06632	ko01001	Protein kinases [BR:ko01001]
K08867	ko01001	Protein kinases [BR:ko01001]
K08869	ko01001	Protein kinases [BR:ko01001]
K08868	ko01001	Protein kinases [BR:ko01001]
K04981	ko01001	Protein kinases [BR:ko01001]
K04982	ko01001	Protein kinases [BR:ko01001]
K08292	ko01001	Protein kinases [BR:ko01001]
K08878	ko01001	Protein kinases [BR:ko01001]
K08871	ko01001	Protein kinases [BR:ko01001]
K11721	ko01001	Protein kinases [BR:ko01001]
K11722	ko01001	Protein kinases [BR:ko01001]
K11724	ko01001	Protein kinases [BR:ko01001]
K08290	ko01001	Protein kinases [BR:ko01001]
K08880	ko01001	Protein kinases [BR:ko01001]
K08879	ko01001	Protein kinases [BR:ko01001]
K12077	ko01001	Protein kinases [BR:ko01001]
K00898	ko01001	Protein kinases [BR:ko01001]
K00905	ko01001	Protein kinases [BR:ko01001]
K04728	ko01001	Protein kinases [BR:ko01001]
K06640	ko01001	Protein kinases [BR:ko01001]
K07203	ko01001	Protein kinases [BR:ko01001]
K06642	ko01001	Protein kinases [BR:ko01001]
K08873	ko01001	Protein kinases [BR:ko01001]
K08874	ko01001	Protein kinases [BR:ko01001]
K07178	ko01001	Protein kinases [BR:ko01001]
K07179	ko01001	Protein kinases [BR:ko01001]
K08872	ko01001	Protein kinases [BR:ko01001]
K03125	ko01001	Protein kinases [BR:ko01001]
K08060	ko01001	Protein kinases [BR:ko01001]
K08881	ko01001	Protein kinases [BR:ko01001]
K08882	ko01001	Protein kinases [BR:ko01001]
K08883	ko01001	Protein kinases [BR:ko01001]
K08877	ko01001	Protein kinases [BR:ko01001]
K11789	ko01001	Protein kinases [BR:ko01001]
K16316	ko01001	Protein kinases [BR:ko01001]
K17547	ko01001	Protein kinases [BR:ko01001]
K16288	ko01001	Protein kinases [BR:ko01001]
K17546	ko01001	Protein kinases [BR:ko01001]
K13429	ko01001	Protein kinases [BR:ko01001]
K13430	ko01001	Protein kinases [BR:ko01001]
K13435	ko01001	Protein kinases [BR:ko01001]
K13436	ko01001	Protein kinases [BR:ko01001]
K13437	ko01001	Protein kinases [BR:ko01001]
K16224	ko01001	Protein kinases [BR:ko01001]
K16314	ko01001	Protein kinases [BR:ko01001]
K21157	ko01001	Protein kinases [BR:ko01001]
K21158	ko01001	Protein kinases [BR:ko01001]
K22009	ko01001	Protein kinases [BR:ko01001]
K11889	ko01001	Protein kinases [BR:ko01001]
K11912	ko01001	Protein kinases [BR:ko01001]
K14949	ko01001	Protein kinases [BR:ko01001]
K22893	ko01001	Protein kinases [BR:ko01001]
K13419	ko01001	Protein kinases [BR:ko01001]
K12132	ko01001	Protein kinases [BR:ko01001]
K23472	ko01001	Protein kinases [BR:ko01001]
K07154	ko01001	Protein kinases [BR:ko01001]
K15486	ko01001	Protein kinases [BR:ko01001]
K17752	ko01001	Protein kinases [BR:ko01001]
K04757	ko01001	Protein kinases [BR:ko01001]
K08884	ko01001	Protein kinases [BR:ko01001]
K04675	ko01001	Protein kinases [BR:ko01001]
K13594	ko01001	Protein kinases [BR:ko01001]
K13567	ko01001	Protein kinases [BR:ko01001]
K13568	ko01001	Protein kinases [BR:ko01001]
K04673	ko01001	Protein kinases [BR:ko01001]
K13578	ko01001	Protein kinases [BR:ko01001]
K04674	ko01001	Protein kinases [BR:ko01001]
K04670	ko01001	Protein kinases [BR:ko01001]
K13596	ko01001	Protein kinases [BR:ko01001]
K04672	ko01001	Protein kinases [BR:ko01001]
K04671	ko01001	Protein kinases [BR:ko01001]
K04388	ko01001	Protein kinases [BR:ko01001]
K04669	ko01001	Protein kinases [BR:ko01001]
K04361	ko01001	Protein kinases [BR:ko01001]
K05083	ko01001	Protein kinases [BR:ko01001]
K05084	ko01001	Protein kinases [BR:ko01001]
K05085	ko01001	Protein kinases [BR:ko01001]
K05086	ko01001	Protein kinases [BR:ko01001]
K04527	ko01001	Protein kinases [BR:ko01001]
K05087	ko01001	Protein kinases [BR:ko01001]
K04363	ko01001	Protein kinases [BR:ko01001]
K05089	ko01001	Protein kinases [BR:ko01001]
K05090	ko01001	Protein kinases [BR:ko01001]
K05091	ko01001	Protein kinases [BR:ko01001]
K05092	ko01001	Protein kinases [BR:ko01001]
K04362	ko01001	Protein kinases [BR:ko01001]
K05093	ko01001	Protein kinases [BR:ko01001]
K05094	ko01001	Protein kinases [BR:ko01001]
K05095	ko01001	Protein kinases [BR:ko01001]
K05096	ko01001	Protein kinases [BR:ko01001]
K05097	ko01001	Protein kinases [BR:ko01001]
K05098	ko01001	Protein kinases [BR:ko01001]
K05099	ko01001	Protein kinases [BR:ko01001]
K05100	ko01001	Protein kinases [BR:ko01001]
K03176	ko01001	Protein kinases [BR:ko01001]
K04360	ko01001	Protein kinases [BR:ko01001]
K05101	ko01001	Protein kinases [BR:ko01001]
K05102	ko01001	Protein kinases [BR:ko01001]
K05103	ko01001	Protein kinases [BR:ko01001]
K05104	ko01001	Protein kinases [BR:ko01001]
K05105	ko01001	Protein kinases [BR:ko01001]
K05106	ko01001	Protein kinases [BR:ko01001]
K05107	ko01001	Protein kinases [BR:ko01001]
K05108	ko01001	Protein kinases [BR:ko01001]
K05109	ko01001	Protein kinases [BR:ko01001]
K08897	ko01001	Protein kinases [BR:ko01001]
K05110	ko01001	Protein kinases [BR:ko01001]
K05111	ko01001	Protein kinases [BR:ko01001]
K05112	ko01001	Protein kinases [BR:ko01001]
K05113	ko01001	Protein kinases [BR:ko01001]
K05114	ko01001	Protein kinases [BR:ko01001]
K05115	ko01001	Protein kinases [BR:ko01001]
K05116	ko01001	Protein kinases [BR:ko01001]
K05117	ko01001	Protein kinases [BR:ko01001]
K05119	ko01001	Protein kinases [BR:ko01001]
K05118	ko01001	Protein kinases [BR:ko01001]
K05120	ko01001	Protein kinases [BR:ko01001]
K05121	ko01001	Protein kinases [BR:ko01001]
K05122	ko01001	Protein kinases [BR:ko01001]
K05123	ko01001	Protein kinases [BR:ko01001]
K05124	ko01001	Protein kinases [BR:ko01001]
K05125	ko01001	Protein kinases [BR:ko01001]
K05126	ko01001	Protein kinases [BR:ko01001]
K05088	ko01001	Protein kinases [BR:ko01001]
K05127	ko01001	Protein kinases [BR:ko01001]
K05128	ko01001	Protein kinases [BR:ko01001]
K05129	ko01001	Protein kinases [BR:ko01001]
K17480	ko01001	Protein kinases [BR:ko01001]
K08898	ko01001	Protein kinases [BR:ko01001]
K08899	ko01001	Protein kinases [BR:ko01001]
K06619	ko01001	Protein kinases [BR:ko01001]
K08887	ko01001	Protein kinases [BR:ko01001]
K08885	ko01001	Protein kinases [BR:ko01001]
K08886	ko01001	Protein kinases [BR:ko01001]
K05728	ko01001	Protein kinases [BR:ko01001]
